Overall Credit Risk Score,Months Since First Credit Account,Average Age of Credit Accounts,Number of Well-Maintained Accounts,Percentage of Accounts Never Late,Months Since Last Missed Payment,Percentage of Installment vs Revolving Loans,Time Since Last Credit Application,Credit Utilization Ratio,Number of Active Credit Cards/Lines,Loan Repaid
74.0,200.7691029900332,59.0,24.0,82.0,30.0,29.0,2.4777188328912465,12.0,3.0,0
83.0,200.7691029900332,65.0,14.0,100.0,21.879546809779367,29.0,2.4777188328912465,34.857718120805366,4.102110138960371,0
72.0,200.7691029900332,76.0,31.0,100.0,21.879546809779367,27.0,2.4777188328912465,22.0,5.0,0
70.0,200.7691029900332,23.0,6.0,100.0,21.879546809779367,33.0,2.4777188328912465,3.0,2.0,0
57.0,200.7691029900332,91.0,10.0,47.0,2.0,31.0,2.4777188328912465,91.0,4.0,0
63.0,200.7691029900332,51.0,11.0,88.0,1.0,50.0,2.4777188328912465,12.0,1.0,0
71.0,322.0,117.0,29.0,93.0,9.0,48.0,2.4777188328912465,21.0,2.0,1
76.0,384.0,87.0,24.0,96.0,32.0,26.0,2.4777188328912465,4.0,4.0,0
81.0,200.7691029900332,106.0,17.0,94.0,79.0,28.0,2.4777188328912465,2.0,3.0,1
79.0,200.7691029900332,104.0,20.0,95.0,27.0,55.0,2.4777188328912465,27.0,5.0,1
67.0,200.7691029900332,78.0,10.0,92.0,1.0,62.0,2.4777188328912465,73.0,2.0,0
72.0,200.7691029900332,16.0,4.0,100.0,21.879546809779367,50.0,2.4777188328912465,29.0,2.0,0
64.0,200.7691029900332,40.0,27.0,100.0,21.879546809779367,7.0,2.4777188328912465,32.0,7.0,1
72.0,200.7691029900332,74.0,41.0,100.0,21.879546809779367,57.0,2.4777188328912465,82.0,8.0,0
54.0,200.7691029900332,61.0,9.0,78.0,1.0,56.0,2.4777188328912465,77.0,3.0,0
86.0,200.7691029900332,61.0,18.0,100.0,21.879546809779367,20.0,2.4777188328912465,13.0,2.0,1
68.0,200.7691029900332,32.0,7.0,100.0,21.879546809779367,43.0,2.4777188328912465,16.0,3.0,1
67.0,200.7691029900332,68.0,34.0,100.0,21.879546809779367,13.0,2.4777188328912465,90.0,13.0,0
64.0,200.7691029900332,47.0,23.0,100.0,21.879546809779367,15.0,2.4777188328912465,49.0,9.0,0
87.0,200.7691029900332,201.0,4.0,100.0,21.879546809779367,25.0,2.4777188328912465,33.0,3.0,1
78.0,200.7691029900332,132.0,22.0,100.0,21.879546809779367,3.0,2.4777188328912465,58.0,8.0,1
82.0,200.7691029900332,79.0,7.0,75.0,41.0,38.0,2.4777188328912465,5.0,1.0,0
60.0,200.7691029900332,95.0,42.0,87.0,3.0,18.0,2.4777188328912465,44.0,7.0,0
65.0,141.0,60.0,36.0,100.0,21.879546809779367,31.0,2.4777188328912465,55.0,10.0,0
63.0,200.7691029900332,86.0,13.0,93.0,35.0,21.0,2.4777188328912465,83.0,6.0,0
69.0,200.7691029900332,128.0,25.0,100.0,21.879546809779367,23.0,2.4777188328912465,45.0,3.0,1
65.0,200.7691029900332,87.0,39.0,93.0,25.0,29.0,2.4777188328912465,66.0,12.0,1
63.0,57.0,30.0,26.0,100.0,21.879546809779367,26.0,2.4777188328912465,67.0,8.0,0
71.0,200.7691029900332,43.0,15.0,93.0,44.0,53.0,2.4777188328912465,44.0,3.0,1
74.0,200.7691029900332,92.0,26.0,100.0,21.879546809779367,32.0,2.4777188328912465,52.0,8.0,1
68.0,170.0,63.0,21.0,95.0,45.0,36.0,2.4777188328912465,26.0,4.0,0
65.0,263.0,109.0,10.0,59.0,39.0,18.0,2.4777188328912465,27.0,2.0,1
77.0,200.7691029900332,68.0,32.0,100.0,21.879546809779367,31.0,3.0,31.0,5.0,0
72.0,200.7691029900332,61.0,23.0,100.0,21.879546809779367,21.0,8.0,23.0,4.0,0
82.0,200.7691029900332,97.0,21.0,100.0,21.879546809779367,14.0,2.4777188328912465,12.0,2.0,1
88.0,200.7691029900332,102.0,8.0,100.0,21.879546809779367,38.0,0.0,0.0,2.0,0
72.0,200.7691029900332,46.0,9.0,100.0,21.879546809779367,50.0,14.0,58.0,2.0,0
71.0,200.7691029900332,10.0,4.0,100.0,21.879546809779367,25.0,2.0,17.0,3.0,0
70.0,200.7691029900332,109.0,13.0,71.0,41.0,65.0,2.4777188328912465,51.0,2.0,0
82.0,354.0,67.0,13.0,100.0,21.879546809779367,13.0,1.0,14.0,2.0,0
76.0,400.0,97.0,17.0,94.0,35.0,18.0,2.0,2.0,4.0,1
71.0,200.7691029900332,46.0,15.0,88.0,21.0,44.0,8.0,32.0,3.0,1
60.0,200.7691029900332,110.0,35.0,95.0,2.0,27.0,6.0,79.0,9.0,0
71.0,200.7691029900332,117.0,19.0,75.0,63.0,72.0,14.0,53.0,1.0,1
71.0,200.7691029900332,71.0,20.0,92.0,16.0,42.0,2.0,37.0,4.0,1
66.0,190.0,64.0,7.0,78.0,21.879546809779367,22.0,0.0,34.0,5.0,0
83.0,210.0,74.0,24.0,100.0,21.879546809779367,29.0,0.0,11.0,2.0,0
70.0,200.7691029900332,57.0,42.0,91.0,13.0,20.0,1.0,12.0,11.0,1
84.0,190.0,111.0,18.0,100.0,21.879546809779367,28.0,19.0,24.0,2.0,1
66.0,200.7691029900332,17.0,4.0,100.0,21.879546809779367,80.0,4.0,97.0,1.0,0
61.0,200.7691029900332,58.0,12.0,83.0,18.0,33.0,0.0,68.0,4.0,0
72.0,200.7691029900332,70.0,16.0,100.0,21.879546809779367,29.0,0.0,68.0,4.0,0
65.0,200.7691029900332,60.0,3.0,50.0,14.0,17.0,9.0,5.0,3.0,0
79.0,463.0,88.0,45.0,100.0,21.879546809779367,20.0,3.0,12.0,3.0,1
59.0,163.0,80.0,5.0,83.0,21.879546809779367,83.0,6.0,101.0,1.0,0
67.0,200.7691029900332,43.0,19.0,100.0,21.879546809779367,27.0,14.0,53.0,6.0,0
73.0,201.0,59.0,9.0,100.0,21.879546809779367,33.0,2.0,38.0,4.0,0
68.0,200.7691029900332,45.0,28.0,93.0,24.0,13.0,4.0,26.0,8.0,0
65.0,200.7691029900332,101.0,19.0,90.0,5.0,43.0,15.0,59.0,4.0,0
69.0,82.0,35.0,11.0,92.0,77.0,25.0,3.0,45.0,5.0,1
73.0,333.0,102.0,25.0,96.0,16.0,26.0,0.0,37.0,3.0,1
77.0,200.7691029900332,116.0,19.0,100.0,21.879546809779367,16.0,18.0,34.0,10.0,1
81.0,200.7691029900332,31.0,10.0,100.0,21.879546809779367,18.0,0.0,0.0,0.0,1
68.0,200.7691029900332,64.0,37.0,95.0,18.0,18.0,15.0,39.0,10.0,0
61.0,249.0,92.0,18.0,89.0,19.0,17.0,2.0,81.0,8.0,0
89.0,286.0,111.0,19.0,100.0,21.879546809779367,47.0,2.4777188328912465,6.0,1.0,1
90.0,210.0,95.0,24.0,100.0,21.879546809779367,21.0,17.0,4.0,4.0,1
73.0,200.7691029900332,80.0,32.0,100.0,21.879546809779367,24.0,2.0,78.0,11.0,0
84.0,200.7691029900332,71.0,15.0,100.0,21.879546809779367,20.0,20.0,2.0,3.0,1
61.0,61.0,27.0,7.0,75.0,11.0,38.0,2.0,41.0,2.0,1
82.0,439.0,101.0,32.0,100.0,21.879546809779367,13.0,3.0,3.0,5.0,1
56.0,166.0,55.0,28.0,78.0,1.0,28.0,1.0,43.0,13.0,0
65.0,442.0,114.0,28.0,97.0,13.0,39.0,2.0,66.0,10.0,0
77.0,51.0,29.0,19.0,100.0,21.879546809779367,32.0,1.0,0.0,2.0,0
74.0,311.0,102.0,39.0,100.0,21.879546809779367,20.0,3.0,15.0,9.0,1
65.0,157.0,44.0,13.0,93.0,30.0,36.0,4.0,23.0,3.0,0
86.0,191.0,82.0,27.0,100.0,21.879546809779367,22.0,7.0,0.0,0.0,1
66.0,358.0,116.0,26.0,97.0,1.0,38.0,3.0,1.0,1.0,1
61.0,222.0,63.0,43.0,91.0,9.0,41.0,4.0,57.0,7.0,0
64.0,212.0,67.0,20.0,100.0,21.879546809779367,20.0,2.0,48.0,9.0,0
70.0,161.0,73.0,13.0,85.0,15.0,54.0,0.0,32.0,2.0,0
59.0,246.0,81.0,34.0,94.0,3.0,46.0,8.0,56.0,7.0,0
86.0,197.0,95.0,20.0,100.0,21.879546809779367,58.0,2.4777188328912465,8.0,4.0,1
83.0,233.0,79.0,21.0,100.0,21.879546809779367,19.0,0.0,8.0,6.0,1
59.0,127.0,44.0,13.0,92.0,40.0,20.0,2.0,98.0,7.0,0
86.0,199.0,83.0,21.0,100.0,21.879546809779367,43.0,7.0,2.0,5.0,1
74.0,265.0,79.0,28.0,100.0,21.879546809779367,53.0,8.0,96.0,2.0,1
72.0,123.0,56.0,27.0,96.0,35.0,30.0,0.0,36.0,7.0,0
76.0,207.0,101.0,18.0,100.0,21.879546809779367,24.0,8.0,17.0,3.0,0
64.0,46.0,31.0,4.0,100.0,21.879546809779367,20.0,2.0,2.0,1.0,1
74.0,73.0,46.0,9.0,100.0,21.879546809779367,11.0,21.0,65.0,3.0,1
57.0,232.0,83.0,21.0,63.0,0.0,29.0,4.0,90.0,10.0,1
77.0,92.0,44.0,15.0,100.0,21.879546809779367,40.0,2.0,40.0,2.0,1
79.0,214.0,64.0,28.0,94.0,68.0,16.0,3.0,45.0,1.0,1
83.0,178.0,84.0,13.0,100.0,21.879546809779367,46.0,2.4777188328912465,18.0,2.0,1
66.0,150.0,69.0,17.0,90.0,9.0,39.0,3.0,33.0,2.0,1
67.0,56.0,48.0,2.0,67.0,27.0,33.0,2.4777188328912465,0.0,0.0,0
80.0,192.0,66.0,52.0,100.0,21.879546809779367,8.0,4.0,3.0,4.0,1
91.0,215.0,98.0,13.0,100.0,21.879546809779367,14.0,2.4777188328912465,0.0,1.0,1
66.0,96.0,32.0,13.0,93.0,20.0,14.0,5.0,33.0,4.0,1
63.0,194.0,42.0,24.0,93.0,29.0,14.0,0.0,33.0,7.0,0
72.0,110.0,63.0,12.0,92.0,52.0,54.0,0.0,0.0,0.0,0
89.0,169.0,56.0,13.0,100.0,21.879546809779367,14.0,17.0,11.0,1.0,1
65.0,82.0,43.0,25.0,97.0,70.0,33.0,2.0,33.0,2.0,0
74.0,390.0,98.0,37.0,100.0,21.879546809779367,24.0,0.0,22.0,4.0,1
67.0,232.0,91.0,28.0,96.0,40.0,21.0,0.0,39.0,7.0,1
69.0,301.0,178.0,5.0,56.0,2.0,44.0,2.4777188328912465,75.0,2.0,0
84.0,230.0,66.0,13.0,100.0,21.879546809779367,15.0,8.0,14.0,1.0,0
75.0,258.0,67.0,30.0,97.0,31.0,36.0,1.0,10.0,1.0,1
76.0,170.0,74.0,33.0,100.0,21.879546809779367,38.0,12.0,20.0,4.0,1
80.0,203.0,65.0,21.0,100.0,21.879546809779367,57.0,4.0,21.0,1.0,1
86.0,337.0,102.0,21.0,100.0,21.879546809779367,27.0,1.0,3.0,2.0,1
68.0,115.0,47.0,35.0,94.0,6.0,47.0,4.0,25.0,7.0,0
81.0,427.0,123.0,28.0,100.0,21.879546809779367,31.0,3.0,22.0,8.0,1
69.0,447.0,167.0,21.0,80.0,29.0,32.0,8.0,72.0,5.0,0
69.0,282.0,117.0,8.0,91.0,21.0,18.0,0.0,0.0,1.0,1
60.0,82.0,38.0,19.0,95.0,12.0,35.0,16.0,68.0,6.0,0
65.0,33.0,17.0,13.0,100.0,21.879546809779367,33.0,2.0,42.0,6.0,0
65.0,212.0,75.0,21.0,87.0,22.0,43.0,19.0,71.0,8.0,1
60.0,63.0,31.0,15.0,100.0,21.879546809779367,56.0,6.0,64.0,3.0,1
72.06044011763512,200.7691029900332,78.77813797994125,21.12146692331071,92.35994326815926,21.879546809779367,34.618680984702664,2.4777188328912465,34.857718120805366,4.102110138960371,1
60.0,410.0,124.0,29.0,97.0,20.0,25.0,1.0,70.0,10.0,0
85.0,277.0,91.0,8.0,100.0,21.879546809779367,25.0,22.0,36.0,5.0,1
63.0,292.0,107.0,15.0,94.0,1.0,18.0,0.0,16.0,4.0,1
84.0,276.0,80.0,15.0,100.0,21.879546809779367,33.0,17.0,12.0,3.0,1
86.0,288.0,96.0,35.0,100.0,21.879546809779367,34.0,0.0,5.0,3.0,1
75.0,169.0,45.0,27.0,100.0,21.879546809779367,21.0,15.0,36.0,6.0,0
74.0,178.0,54.0,24.0,100.0,21.879546809779367,28.0,2.0,21.0,3.0,1
75.0,210.0,63.0,39.0,100.0,21.879546809779367,36.0,1.0,16.0,4.0,1
61.0,46.0,18.0,20.0,100.0,21.879546809779367,14.0,2.0,51.0,13.0,1
80.0,93.0,34.0,13.0,100.0,21.879546809779367,40.0,7.0,6.0,3.0,1
78.0,194.0,70.0,42.0,100.0,21.879546809779367,25.0,2.0,11.0,4.0,1
81.0,170.0,67.0,21.0,100.0,21.879546809779367,25.0,3.0,12.0,3.0,1
89.0,190.0,55.0,14.0,100.0,21.879546809779367,47.0,5.0,0.0,0.0,1
63.0,232.0,103.0,14.0,88.0,21.0,6.0,1.0,11.0,1.0,1
91.0,197.0,104.0,18.0,100.0,21.879546809779367,11.0,2.4777188328912465,3.0,2.0,1
63.0,159.0,81.0,41.0,95.0,8.0,40.0,13.0,71.0,5.0,1
71.0,213.0,96.0,29.0,87.0,26.0,23.0,2.4777188328912465,60.0,2.0,1
56.0,134.0,65.0,19.0,67.0,18.0,46.0,0.0,66.0,2.0,0
71.0,229.0,104.0,35.0,100.0,21.879546809779367,22.0,19.0,74.0,6.0,1
65.0,292.0,62.0,42.0,96.0,1.0,31.0,0.0,11.0,3.0,1
86.0,182.0,89.0,18.0,100.0,21.879546809779367,30.0,1.0,0.0,3.0,1
85.0,309.0,93.0,44.0,100.0,21.879546809779367,38.0,3.0,10.0,5.0,1
89.0,168.0,85.0,31.0,100.0,21.879546809779367,36.0,21.0,2.0,2.0,1
68.0,328.0,115.0,36.0,100.0,21.879546809779367,36.0,11.0,69.0,8.0,1
82.0,233.0,119.0,37.0,100.0,21.879546809779367,23.0,12.0,20.0,5.0,1
89.0,180.0,77.0,37.0,100.0,21.879546809779367,24.0,5.0,1.0,3.0,1
85.0,225.0,78.0,42.0,100.0,21.879546809779367,38.0,0.0,6.0,3.0,1
81.0,156.0,77.0,31.0,100.0,21.879546809779367,39.0,0.0,13.0,1.0,1
76.0,193.0,90.0,32.0,100.0,21.879546809779367,40.0,0.0,37.0,3.0,1
78.0,359.0,129.0,47.0,98.0,58.0,34.0,0.0,10.0,4.0,1
77.0,194.0,75.0,18.0,95.0,29.0,53.0,0.0,4.0,1.0,1
80.0,208.0,116.0,15.0,100.0,21.879546809779367,27.0,1.0,38.0,3.0,0
65.0,345.0,110.0,57.0,95.0,11.0,25.0,1.0,24.0,6.0,0
70.0,178.0,71.0,32.0,97.0,39.0,42.0,20.0,57.0,5.0,1
71.0,218.0,75.0,22.0,96.0,27.0,39.0,1.0,3.0,4.0,0
83.0,171.0,77.0,12.0,92.0,55.0,31.0,2.4777188328912465,12.0,2.0,1
70.0,212.0,56.0,32.0,100.0,21.879546809779367,36.0,1.0,19.0,7.0,0
85.0,496.0,147.0,12.0,100.0,21.879546809779367,8.0,17.0,5.0,6.0,1
87.0,260.0,69.0,10.0,100.0,21.879546809779367,33.0,19.0,25.0,3.0,0
71.0,357.0,71.0,26.0,96.0,60.0,52.0,5.0,39.0,3.0,1
87.0,240.0,115.0,12.0,100.0,21.879546809779367,58.0,7.0,1.0,1.0,1
85.0,320.0,81.0,27.0,100.0,21.879546809779367,47.0,8.0,4.0,1.0,1
70.0,206.0,63.0,19.0,100.0,21.879546809779367,38.0,8.0,69.0,9.0,1
84.0,356.0,178.0,16.0,100.0,21.879546809779367,31.0,2.4777188328912465,10.0,4.0,1
83.0,347.0,137.0,24.0,100.0,21.879546809779367,21.0,4.0,4.0,3.0,1
78.0,283.0,124.0,33.0,100.0,21.879546809779367,19.0,3.0,77.0,16.0,0
83.0,244.0,69.0,33.0,100.0,21.879546809779367,15.0,4.0,1.0,6.0,1
77.0,387.0,95.0,44.0,98.0,68.0,58.0,3.0,41.0,2.0,1
73.0,424.0,78.0,36.0,100.0,21.879546809779367,20.0,3.0,13.0,6.0,1
84.0,203.0,83.0,32.0,100.0,21.879546809779367,38.0,9.0,0.0,2.0,1
86.0,358.0,100.0,28.0,97.0,21.879546809779367,34.0,5.0,0.0,1.0,1
72.0,214.0,81.0,59.0,95.0,32.0,35.0,0.0,13.0,5.0,1
76.0,316.0,101.0,9.0,100.0,21.879546809779367,80.0,0.0,81.0,1.0,0
71.0,98.0,46.0,17.0,100.0,21.879546809779367,39.0,0.0,57.0,3.0,1
82.0,429.0,115.0,30.0,97.0,19.0,13.0,11.0,10.0,11.0,1
72.06044011763512,200.7691029900332,78.77813797994125,21.12146692331071,92.35994326815926,21.879546809779367,34.618680984702664,2.4777188328912465,34.857718120805366,4.102110138960371,1
57.0,171.0,62.0,33.0,97.0,0.0,26.0,0.0,11.0,5.0,1
61.0,328.0,98.0,15.0,94.0,33.0,31.0,14.0,48.0,2.0,0
84.0,144.0,64.0,16.0,100.0,21.879546809779367,25.0,1.0,5.0,1.0,1
78.0,266.0,89.0,5.0,100.0,21.879546809779367,40.0,1.0,7.0,2.0,1
62.0,163.0,54.0,42.0,91.0,14.0,57.0,0.0,35.0,3.0,1
72.0,113.0,77.0,21.0,73.0,36.0,15.0,0.0,4.0,2.0,0
69.0,193.0,62.0,15.0,100.0,21.879546809779367,44.0,6.0,77.0,5.0,0
65.0,87.0,47.0,16.0,100.0,21.879546809779367,20.0,2.0,42.0,6.0,0
73.0,317.0,92.0,34.0,100.0,21.879546809779367,17.0,0.0,24.0,5.0,0
63.0,120.0,65.0,18.0,100.0,21.879546809779367,38.0,0.0,65.0,5.0,0
57.0,160.0,70.0,6.0,45.0,13.0,73.0,0.0,64.0,1.0,0
60.0,106.0,61.0,25.0,93.0,41.0,22.0,0.0,88.0,13.0,1
69.0,194.0,63.0,41.0,95.0,15.0,29.0,0.0,0.0,3.0,1
66.0,91.0,49.0,10.0,75.0,16.0,83.0,0.0,34.857718120805366,4.102110138960371,0
84.0,127.0,88.0,7.0,100.0,21.879546809779367,43.0,0.0,0.0,2.0,0
50.0,54.0,29.0,13.0,87.0,1.0,60.0,0.0,99.0,4.0,0
68.0,69.0,37.0,11.0,100.0,21.879546809779367,27.0,0.0,86.0,4.0,0
55.0,138.0,43.0,3.0,50.0,73.0,50.0,0.0,103.0,1.0,0
59.0,117.0,45.0,11.0,91.0,3.0,36.0,0.0,103.0,4.0,0
56.0,274.0,91.0,29.0,78.0,4.0,3.0,0.0,33.0,14.0,0
73.0,16.0,16.0,1.0,100.0,21.879546809779367,100.0,0.0,34.857718120805366,4.102110138960371,0
72.06044011763512,200.7691029900332,78.77813797994125,21.12146692331071,92.35994326815926,21.879546809779367,34.618680984702664,2.4777188328912465,34.857718120805366,4.102110138960371,1
86.0,275.0,87.0,18.0,100.0,21.879546809779367,33.0,0.0,8.0,4.0,1
50.0,23.0,15.0,5.0,80.0,5.0,40.0,0.0,76.0,3.0,0
81.0,266.0,51.0,29.0,100.0,21.879546809779367,53.0,0.0,9.0,3.0,1
80.0,208.0,76.0,30.0,97.0,23.0,13.0,0.0,1.0,5.0,1
69.0,33.0,16.0,5.0,100.0,21.879546809779367,20.0,0.0,53.0,3.0,0
60.0,154.0,53.0,56.0,100.0,21.879546809779367,41.0,0.0,67.0,5.0,0
76.0,422.0,128.0,35.0,89.0,9.0,3.0,0.0,4.0,4.0,0
70.0,457.0,112.0,10.0,90.0,73.0,40.0,0.0,83.0,1.0,0
64.0,162.0,42.0,12.0,92.0,17.0,42.0,0.0,73.0,3.0,1
57.0,86.0,48.0,8.0,38.0,13.0,92.0,0.0,0.0,0.0,0
68.0,143.0,52.0,35.0,94.0,1.0,19.0,0.0,7.0,5.0,0
58.0,42.0,24.0,17.0,100.0,21.879546809779367,50.0,0.0,90.0,5.0,0
63.0,263.0,84.0,33.0,86.0,7.0,34.0,0.0,36.0,8.0,1
70.0,386.0,122.0,18.0,90.0,80.0,15.0,0.0,77.0,6.0,0
69.0,274.0,82.0,35.0,97.0,21.879546809779367,44.0,0.0,40.0,2.0,0
71.0,179.0,69.0,34.0,100.0,21.879546809779367,29.0,0.0,34.0,7.0,0
67.0,278.0,87.0,4.0,38.0,1.0,33.0,0.0,34.0,2.0,0
83.0,113.0,62.0,15.0,100.0,21.879546809779367,40.0,0.0,35.0,3.0,0
70.0,270.0,70.0,26.0,100.0,21.879546809779367,15.0,0.0,57.0,3.0,0
66.0,164.0,66.0,19.0,95.0,19.0,19.0,0.0,65.0,3.0,0
69.0,126.0,48.0,20.0,100.0,21.879546809779367,43.0,0.0,79.0,5.0,0
58.0,151.0,50.0,9.0,67.0,4.0,44.0,0.0,65.0,5.0,0
63.0,252.0,88.0,17.0,94.0,5.0,17.0,0.0,42.0,7.0,0
54.0,248.0,58.0,25.0,96.0,12.0,29.0,0.0,81.0,9.0,0
76.0,131.0,53.0,19.0,95.0,59.0,32.0,0.0,44.0,6.0,0
58.0,163.0,67.0,23.0,81.0,3.0,52.0,0.0,40.0,7.0,0
61.0,182.0,41.0,6.0,88.0,58.0,50.0,0.0,99.0,4.0,1
89.0,148.0,79.0,11.0,100.0,21.879546809779367,33.0,0.0,2.0,3.0,1
61.0,74.0,38.0,24.0,85.0,4.0,31.0,0.0,43.0,2.0,0
60.0,101.0,49.0,9.0,67.0,10.0,83.0,0.0,34.857718120805366,4.102110138960371,0
72.06044011763512,175.0,167.0,2.0,100.0,21.879546809779367,50.0,0.0,34.857718120805366,4.102110138960371,0
67.0,233.0,66.0,13.0,87.0,10.0,67.0,0.0,33.0,3.0,0
83.0,345.0,185.0,19.0,95.0,54.0,20.0,0.0,5.0,7.0,1
63.0,195.0,78.0,34.0,94.0,12.0,11.0,0.0,47.0,11.0,0
71.0,106.0,39.0,22.0,92.0,54.0,52.0,0.0,32.0,4.0,0
55.0,164.0,51.0,3.0,67.0,10.0,17.0,0.0,87.0,3.0,0
88.0,419.0,101.0,21.0,100.0,21.879546809779367,33.0,0.0,0.0,0.0,0
85.0,127.0,58.0,22.0,100.0,21.879546809779367,50.0,0.0,2.0,1.0,1
58.0,30.0,24.0,4.0,38.0,3.0,50.0,0.0,34.857718120805366,1.0,0
82.0,157.0,82.0,22.0,100.0,21.879546809779367,50.0,0.0,2.0,1.0,1
65.0,251.0,67.0,23.0,92.0,11.0,79.0,0.0,86.0,2.0,0
68.0,255.0,71.0,11.0,92.0,57.0,42.0,0.0,45.0,6.0,1
66.0,186.0,61.0,24.0,100.0,21.879546809779367,63.0,0.0,79.0,6.0,0
72.06044011763512,200.7691029900332,78.77813797994125,21.12146692331071,92.35994326815926,21.879546809779367,34.618680984702664,2.4777188328912465,34.857718120805366,4.102110138960371,0
66.0,24.0,12.0,11.0,100.0,21.879546809779367,17.0,0.0,42.0,3.0,0
61.0,425.0,103.0,13.0,79.0,37.0,58.0,0.0,78.0,4.0,0
68.0,85.0,42.0,24.0,100.0,21.879546809779367,48.0,0.0,38.0,4.0,0
60.0,12.0,7.0,1.0,100.0,21.879546809779367,50.0,0.0,18.0,1.0,1
68.0,142.0,54.0,26.0,100.0,21.879546809779367,26.0,0.0,70.0,5.0,0
66.0,262.0,51.0,14.0,83.0,8.0,39.0,0.0,51.0,5.0,1
71.0,149.0,63.0,27.0,96.0,21.879546809779367,36.0,0.0,41.0,7.0,0
72.06044011763512,200.7691029900332,78.77813797994125,21.12146692331071,92.35994326815926,21.879546809779367,34.618680984702664,2.4777188328912465,34.857718120805366,4.102110138960371,1
64.0,74.0,35.0,25.0,100.0,21.879546809779367,62.0,0.0,78.0,5.0,0
81.0,119.0,55.0,7.0,100.0,21.879546809779367,57.0,0.0,0.0,0.0,1
75.0,124.0,72.0,21.0,100.0,21.879546809779367,38.0,0.0,64.0,2.0,0
77.0,220.0,63.0,38.0,100.0,21.879546809779367,53.0,0.0,25.0,5.0,0
78.0,260.0,133.0,23.0,100.0,21.879546809779367,35.0,0.0,37.0,7.0,0
86.0,315.0,102.0,18.0,95.0,64.0,53.0,0.0,0.0,1.0,1
67.0,89.0,41.0,19.0,100.0,21.879546809779367,71.0,0.0,83.0,4.0,0
59.0,154.0,65.0,27.0,100.0,21.879546809779367,37.0,0.0,85.0,8.0,0
60.0,141.0,83.0,7.0,55.0,17.0,36.0,2.4777188328912465,80.0,2.0,0
80.0,116.0,49.0,13.0,92.0,67.0,69.0,2.4777188328912465,1.0,1.0,0
74.0,229.0,72.0,26.0,92.0,12.0,27.0,2.4777188328912465,17.0,2.0,1
72.06044011763512,200.7691029900332,78.77813797994125,21.12146692331071,92.35994326815926,21.879546809779367,34.618680984702664,2.4777188328912465,34.857718120805366,4.102110138960371,0
68.0,131.0,77.0,15.0,88.0,61.0,82.0,2.4777188328912465,103.0,2.0,0
63.0,232.0,130.0,27.0,89.0,21.879546809779367,19.0,2.4777188328912465,56.0,7.0,1
61.0,60.0,36.0,6.0,63.0,13.0,63.0,2.4777188328912465,18.0,1.0,0
63.0,124.0,17.0,6.0,100.0,21.879546809779367,40.0,2.4777188328912465,45.0,4.0,0
70.0,97.0,48.0,20.0,100.0,21.879546809779367,50.0,2.4777188328912465,45.0,4.0,1
50.0,214.0,110.0,6.0,38.0,1.0,44.0,2.4777188328912465,77.0,2.0,1
70.0,296.0,164.0,13.0,92.0,45.0,31.0,2.4777188328912465,39.0,3.0,0
79.0,375.0,96.0,28.0,100.0,21.879546809779367,18.0,2.4777188328912465,31.0,5.0,1
72.0,118.0,55.0,14.0,100.0,21.879546809779367,36.0,2.4777188328912465,76.0,6.0,0
76.0,88.0,25.0,11.0,100.0,21.879546809779367,54.0,2.4777188328912465,0.0,0.0,0
72.0,30.0,27.0,2.0,38.0,2.0,33.0,2.4777188328912465,0.0,0.0,0
62.0,265.0,90.0,33.0,88.0,4.0,33.0,2.4777188328912465,35.0,6.0,1
72.06044011763512,200.7691029900332,78.77813797994125,21.12146692331071,92.35994326815926,21.879546809779367,34.618680984702664,2.4777188328912465,34.857718120805366,4.102110138960371,0
72.06044011763512,200.7691029900332,78.77813797994125,21.12146692331071,92.35994326815926,21.879546809779367,34.618680984702664,2.4777188328912465,34.857718120805366,4.102110138960371,0
72.06044011763512,200.7691029900332,78.77813797994125,21.12146692331071,92.35994326815926,21.879546809779367,34.618680984702664,2.4777188328912465,34.857718120805366,4.102110138960371,0
72.06044011763512,200.7691029900332,78.77813797994125,21.12146692331071,92.35994326815926,21.879546809779367,34.618680984702664,2.4777188328912465,34.857718120805366,4.102110138960371,0
72.06044011763512,383.0,201.0,1.0,100.0,21.879546809779367,100.0,2.4777188328912465,34.857718120805366,4.102110138960371,0
78.0,97.0,51.0,14.0,93.0,45.0,21.0,2.4777188328912465,20.0,2.0,0
76.0,167.0,81.0,23.0,100.0,21.879546809779367,17.0,2.4777188328912465,35.0,4.0,1
86.0,139.0,126.0,2.0,100.0,21.879546809779367,0.0,2.4777188328912465,12.0,1.0,1
80.0,318.0,79.0,28.0,96.0,15.0,21.0,2.4777188328912465,7.0,6.0,0
70.0,88.0,50.0,38.0,97.0,13.0,34.0,2.4777188328912465,25.0,3.0,0
82.0,100.0,37.0,9.0,100.0,21.879546809779367,22.0,2.4777188328912465,0.0,3.0,1
82.0,381.0,100.0,28.0,97.0,54.0,21.0,2.4777188328912465,0.0,2.0,1
58.0,87.0,42.0,34.0,100.0,21.879546809779367,34.0,2.4777188328912465,70.0,12.0,0
87.0,169.0,83.0,22.0,100.0,21.879546809779367,14.0,2.4777188328912465,0.0,1.0,0
63.0,322.0,92.0,13.0,80.0,16.0,13.0,2.4777188328912465,72.0,4.0,0
57.0,331.0,181.0,11.0,75.0,4.0,25.0,2.4777188328912465,77.0,4.0,0
